type|code|description|section
CLASS|16.12.00|Lavorazione e finitura del legno|C
GROUP|16.2|Fabbricazione di prodotti in legno| sughero| paglia e materiali da intreccio|C
GROUP|16.21|Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno|C
CLASS|16.21.0|Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno|C
CLASS|16.21.00|Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno|C
GROUP|16.22|Fabbricazione di pavimenti di legno con elementi pre-assemblati|C
CLASS|16.22.0|Fabbricazione di pavimenti di legno con elementi pre-assemblati|C
CLASS|16.22.00|Fabbricazione di pavimenti di legno con elementi pre-assemblati|C
GROUP|16.23|Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia|C
CLASS|16.23.0|Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia|C
CLASS|16.23.01|Fabbricazione di stand e strutture simili in legno per convegni e fiere|C
CLASS|16.23.09|Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia n.c.a.|C
GROUP|16.24|Fabbricazione di imballaggi in legno|C
CLASS|16.24.0|Fabbricazione di imballaggi in legno|C
CLASS|16.24.00|Fabbricazione di imballaggi in legno|C
GROUP|16.25|Fabbricazione di porte e finestre in legno|C
CLASS|16.25.0|Fabbricazione di porte e finestre in legno|C
CLASS|16.25.00|Fabbricazione di porte e finestre in legno|C
GROUP|16.26|Produzione di combustibili solidi da biomassa vegetale|C
CLASS|16.26.0|Produzione di combustibili solidi da biomassa vegetale|C
CLASS|16.26.00|Produzione di combustibili solidi da biomassa vegetale|C
GROUP|16.27|Finitura di prodotti in legno|C
CLASS|16.27.0|Finitura di prodotti in legno|C
CLASS|16.27.00|Finitura di prodotti in legno|C
GROUP|16.28|Fabbricazione di altri prodotti in legno e articoli in sughero| paglia e materiali da intreccio|C
CLASS|16.28.1|Fabbricazione di altri prodotti in legno|C
CLASS|16.28.11|Fabbricazione di cornici|C
CLASS|16.28.19|Fabbricazione di altri prodotti in legno n.c.a.|C
CLASS|16.28.2|Fabbricazione di articoli in sughero|C
CLASS|16.28.20|Fabbricazione di articoli in sughero|C
CLASS|16.28.3|Fabbricazione di articoli in paglia e materiali da intreccio|C
CLASS|16.28.30|Fabbricazione di articoli in paglia e materiali da intreccio|C
DIVISION|17|Fabbricazione di carta e di prodotti di carta|C
GROUP|17.1|Fabbricazione di pasta-carta| carta e cartone|C
GROUP|17.11|Fabbricazione di pasta-carta|C
CLASS|17.11.0|Fabbricazione di pasta-carta|C
CLASS|17.11.00|Fabbricazione di pasta-carta|C
GROUP|17.12|Fabbricazione di carta e cartone|C
CLASS|17.12.0|Fabbricazione di carta e cartone|C
CLASS|17.12.00|Fabbricazione di carta e cartone|C
GROUP|17.2|Fabbricazione di articoli di carta e cartone|C
GROUP|17.21|Fabbricazione di carta| cartone ondulato e di imballaggi di carta e cartone|C
CLASS|17.21.0|Fabbricazione di carta| cartone ondulato e di imballaggi di carta e cartone|C
CLASS|17.21.00|Fabbricazione di carta| cartone ondulato e di imballaggi di carta e cartone|C
GROUP|17.22|Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa|C
CLASS|17.22.0|Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa|C
CLASS|17.22.00|Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa|C
GROUP|17.23|Fabbricazione di prodotti cartotecnici|C
CLASS|17.23.0|Fabbricazione di prodotti cartotecnici|C
CLASS|17.23.01|Fabbricazione di prodotti cartotecnici scolastici e commerciali|C
CLASS|17.23.09|Fabbricazione di altri prodotti cartotecnici|C
GROUP|17.24|Fabbricazione di carta da parati|C
CLASS|17.24.0|Fabbricazione di carta da parati|C
CLASS|17.24.00|Fabbricazione di carta da parati|C
GROUP|17.25|Fabbricazione di altri articoli di carta e cartone|C
CLASS|17.25.0|Fabbricazione di altri articoli di carta e cartone|C
CLASS|17.25.00|Fabbricazione di altri articoli di carta e cartone|C
DIVISION|18|Stampa e riproduzione di supporti registrati|C
GROUP|18.1|Stampa e servizi connessi alla stampa|C
GROUP|18.11|Stampa di giornali|C
CLASS|18.11.0|Stampa di giornali|C
CLASS|18.11.00|Stampa di giornali|C
GROUP|18.12|Altra stampa|C
CLASS|18.12.0|Altra stampa|C
CLASS|18.12.00|Altra stampa|C
GROUP|18.13|Lavorazioni preliminari alla stampa e ai media|C
CLASS|18.13.0|Lavorazioni preliminari alla stampa e ai media|C
CLASS|18.13.00|Lavorazioni preliminari alla stampa e ai media|C
GROUP|18.14|Legatoria e servizi connessi|C
CLASS|18.14.0|Legatoria e servizi connessi|C
CLASS|18.14.00|Legatoria e servizi connessi|C
GROUP|18.2|Riproduzione di supporti registrati|C
GROUP|18.20|Riproduzione di supporti registrati|C
CLASS|18.20.0|Riproduzione di supporti registrati|C
CLASS|18.20.00|Riproduzione di supporti registrati|C
DIVISION|19|Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio|C
GROUP|19.1|Fabbricazione di prodotti di cokeria|C
GROUP|19.10|Fabbricazione di prodotti di cokeria|C
CLASS|19.10.0|Fabbricazione di prodotti di cokeria|C
CLASS|19.10.00|Fabbricazione di prodotti di cokeria|C
GROUP|19.2|Fabbricazione di prodotti derivanti dalla raffinazione del petrolio e prodotti da|C
GROUP|19.20|Fabbricazione di prodotti derivanti dalla raffinazione del petrolio e prodotti da|C
CLASS|19.20.1|Raffinazione di petrolio|C
CLASS|19.20.10|Raffinazione di petrolio|C
CLASS|19.20.2|Fabbricazione di derivati del petrolio|C
CLASS|19.20.20|Fabbricazione di derivati del petrolio|C
CLASS|19.20.3|Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento|C
CLASS|19.20.30|Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento|C
CLASS|19.20.4|Fabbricazione di prodotti di base per la copertura stradale|C
CLASS|19.20.40|Fabbricazione di prodotti di base per la copertura stradale|C
CLASS|19.20.9|Fabbricazione di altri prodotti derivanti dalla raffinazione del petrolio e prodotti da combustibili|C
CLASS|19.20.90|Fabbricazione di altri prodotti derivanti dalla raffinazione del petrolio e prodotti da combustibili fossili|C
DIVISION|20|Fabbricazione di prodotti chimici|C
GROUP|20.1|Fabbricazione di prodotti chimici di base| di fertilizzanti e composti azotati| di|C
GROUP|20.11|Fabbricazione di gas industriali|C
CLASS|20.11.0|Fabbricazione di gas industriali|C
CLASS|20.11.00|Fabbricazione di gas industriali|C
GROUP|20.12|Fabbricazione di coloranti e pigmenti|C
CLASS|20.12.0|Fabbricazione di coloranti e pigmenti|C
CLASS|20.12.00|Fabbricazione di coloranti e pigmenti|C
GROUP|20.13|Fabbricazione di altri prodotti chimici di base inorganici|C
CLASS|20.13.0|Fabbricazione di altri prodotti chimici di base inorganici|C
CLASS|20.13.00|Fabbricazione di altri prodotti chimici di base inorganici|C
GROUP|20.14|Fabbricazione di altri prodotti chimici di base organici|C
CLASS|20.14.0|Fabbricazione di altri prodotti chimici di base organici|C
CLASS|20.14.00|Fabbricazione di altri prodotti chimici di base organici|C
GROUP|20.15|Fabbricazione di fertilizzanti e composti azotati|C
CLASS|20.15.0|Fabbricazione di fertilizzanti e composti azotati|C
CLASS|20.15.00|Fabbricazione di fertilizzanti e composti azotati|C
GROUP|20.16|Fabbricazione di materie plastiche in forme primarie|C
CLASS|20.16.0|Fabbricazione di materie plastiche in forme primarie|C
CLASS|20.16.00|Fabbricazione di materie plastiche in forme primarie|C
GROUP|20.17|Fabbricazione di gomma sintetica in forme primarie|C
CLASS|20.17.0|Fabbricazione di gomma sintetica in forme primarie|C
CLASS|20.17.00|Fabbricazione di gomma sintetica in forme primarie|C
GROUP|20.2|Fabbricazione di fitofarmaci| disinfettanti e altri prodotti chimici per l'agricoltura|C
GROUP|20.20|Fabbricazione di fitofarmaci| disinfettanti e altri prodotti chimici per l'agricoltura|C
CLASS|20.20.0|Fabbricazione di fitofarmaci| disinfettanti e altri prodotti chimici per l'agricoltura|C
CLASS|20.20.00|Fabbricazione di fitofarmaci| disinfettanti e altri prodotti chimici per l'agricoltura|C
GROUP|20.3|Fabbricazione di pitture| vernici e smalti| inchiostri da stampa e adesivi sintetici|C
GROUP|20.30|Fabbricazione di pitture| vernici e smalti| inchiostri da stampa e adesivi sintetici|C
CLASS|20.30.0|Fabbricazione di pitture| vernici e smalti| inchiostri da stampa e adesivi sintetici|C
CLASS|20.30.00|Fabbricazione di pitture| vernici e smalti| inchiostri da stampa e adesivi sintetici|C
GROUP|20.4|Fabbricazione di prodotti per il lavaggio| la pulizia e la lucidatura|C
GROUP|20.41|Fabbricazione di saponi e detergenti| di prodotti per la pulizia e la lucidatura|C
CLASS|20.41.1|Fabbricazione di saponi| detergenti e preparazioni tensioattive|C
CLASS|20.41.10|Fabbricazione di saponi| detergenti e preparazioni tensioattive|C
CLASS|20.41.2|Fabbricazione di glicerina e altri prodotti per la pulizia e la lucidatura|C
CLASS|20.41.20|Fabbricazione di glicerina e altri prodotti per la pulizia e la lucidatura|C
GROUP|20.42|Fabbricazione di profumi e cosmetici|C
CLASS|20.42.0|Fabbricazione di profumi e cosmetici|C
CLASS|20.42.00|Fabbricazione di profumi e cosmetici|C
GROUP|20.5|Fabbricazione di altri prodotti chimici|C
GROUP|20.51|Produzione di biocarburanti liquidi|C
CLASS|20.51.0|Produzione di biocarburanti liquidi|C
CLASS|20.51.00|Produzione di biocarburanti liquidi|C
GROUP|20.59|Fabbricazione di altri prodotti chimici n.c.a.|C
CLASS|20.59.1|Fabbricazione di fiammiferi e articoli esplosivi|C
CLASS|20.59.11|Fabbricazione di fiammiferi|C
CLASS|20.59.12|Fabbricazione di articoli esplosivi|C
CLASS|20.59.2|Fabbricazione di colle|C
CLASS|20.59.20|Fabbricazione di colle|C
CLASS|20.59.3|Fabbricazione di oli essenziali|C
CLASS|20.59.30|Fabbricazione di oli essenziali|C
CLASS|20.59.9|Fabbricazione di altri prodotti chimici vari n.c.a.|C
CLASS|20.59.91|Fabbricazione di liquidi per inalazione per sigarette elettroniche|C
CLASS|20.59.99|Fabbricazione di tutti gli altri prodotti chimici vari n.c.a.|C
GROUP|20.6|Fabbricazione di fibre sintetiche e artificiali|C
GROUP|20.60|Fabbricazione di fibre sintetiche e artificiali|C
CLASS|20.60.0|Fabbricazione di fibre sintetiche e artificiali|C
CLASS|20.60.00|Fabbricazione di fibre sintetiche e artificiali|C
DIVISION|21|Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici|C
GROUP|21.1|Fabbricazione di prodotti farmaceutici di base|C
GROUP|21.10|Fabbricazione di prodotti farmaceutici di base|C
CLASS|21.10.0|Fabbricazione di prodotti farmaceutici di base|C
CLASS|21.10.00|Fabbricazione di prodotti farmaceutici di base|C
GROUP|21.2|Fabbricazione di medicinali e preparati farmaceutici|C
GROUP|21.20|Fabbricazione di medicinali e preparati farmaceutici|C
CLASS|21.20.0|Fabbricazione di medicinali e preparati farmaceutici|C
CLASS|21.20.01|Fabbricazione di sostanze diagnostiche radioattive in vivo|C
CLASS|21.20.09|Fabbricazione di medicinali e altri preparati farmaceutici|C
DIVISION|22|Fabbricazione di prodotti in gomma e in materie plastiche|C
GROUP|22.1|Fabbricazione di prodotti in gomma|C
GROUP|22.11|Fabbricazione| rigenerazione e ricostruzione di pneumatici e fabbricazione di camere|C
CLASS|22.11.1|Fabbricazione di pneumatici e camere d'aria|C
CLASS|22.11.10|Fabbricazione di pneumatici e camere d'aria|C
CLASS|22.11.2|Rigenerazione e ricostruzione di pneumatici|C
CLASS|22.11.20|Rigenerazione e ricostruzione di pneumatici|C
GROUP|22.12|Fabbricazione di altri prodotti in gomma|C
CLASS|22.12.0|Fabbricazione di altri prodotti in gomma|C
CLASS|22.12.00|Fabbricazione di altri prodotti in gomma|C
GROUP|22.2|Fabbricazione di prodotti in materie plastiche|C
GROUP|22.21|Fabbricazione di lastre| fogli| tubi e profilati in materie plastiche|C
CLASS|22.21.0|Fabbricazione di lastre| fogli| tubi e profilati in materie plastiche|C
CLASS|22.21.00|Fabbricazione di lastre| fogli| tubi e profilati in materie plastiche|C
GROUP|22.22|Fabbricazione di imballaggi in materie plastiche|C
CLASS|22.22.0|Fabbricazione di imballaggi in materie plastiche|C
CLASS|22.22.00|Fabbricazione di imballaggi in materie plastiche|C
GROUP|22.23|Fabbricazione di porte e finestre in materie plastiche|C
CLASS|22.23.0|Fabbricazione di porte e finestre in materie plastiche|C
CLASS|22.23.00|Fabbricazione di porte e finestre in materie plastiche|C
GROUP|22.24|Fabbricazione di articoli in materie plastiche per l'edilizia|C
CLASS|22.24.0|Fabbricazione di articoli in materie plastiche per l'edilizia|C
CLASS|22.24.01|Fabbricazione di rivestimenti per pareti e pavimenti in materie plastiche|C
CLASS|22.24.09|Fabbricazione di altri articoli in materie plastiche per l'edilizia|C
GROUP|22.25|Lavorazione e finitura di prodotti in materie plastiche|C
CLASS|22.25.0|Lavorazione e finitura di prodotti in materie plastiche|C
CLASS|22.25.00|Lavorazione e finitura di prodotti in materie plastiche|C
GROUP|22.26|Fabbricazione di altri prodotti in materie plastiche|C
CLASS|22.26.1|Fabbricazione di articoli e attrezzature per la pulizia in materie plastiche|C
CLASS|22.26.11|Fabbricazione di articoli e attrezzature per la pulizia per uso domestico in materie plastiche|C
CLASS|22.26.12|Fabbricazione di articoli e attrezzature per la pulizia per uso non domestico in materie plastiche|C
CLASS|22.26.9|Fabbricazione di altri prodotti in materie plastiche n.c.a.|C
CLASS|22.26.91|Fabbricazione di articoli per l'ufficio e la scuola in materie plastiche|C
CLASS|22.26.99|Fabbricazione di altri prodotti vari in materie plastiche n.c.a.|C
DIVISION|23|Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi|C
GROUP|23.1|Fabbricazione di vetro e di prodotti in vetro|C
GROUP|23.11|Fabbricazione di vetro piano|C
CLASS|23.11.0|Fabbricazione di vetro piano|C
CLASS|23.11.00|Fabbricazione di vetro piano|C
GROUP|23.12|Lavorazione e trasformazione del vetro piano|C
CLASS|23.12.0|Lavorazione e trasformazione del vetro piano|C
CLASS|23.12.00|Lavorazione e trasformazione del vetro piano|C
GROUP|23.13|Fabbricazione di vetro cavo|C
CLASS|23.13.0|Fabbricazione di vetro cavo|C
CLASS|23.13.00|Fabbricazione di vetro cavo|C
GROUP|23.14|Fabbricazione di fibre di vetro|C
CLASS|23.14.0|Fabbricazione di fibre di vetro|C
CLASS|23.14.00|Fabbricazione di fibre di vetro|C
GROUP|23.15|Fabbricazione e lavorazione di altro vetro incluso il vetro per usi tecnici|C
CLASS|23.15.1|Lavorazione di vetro a mano e a soffio artistico|C
CLASS|23.15.10|Lavorazione di vetro a mano e a soffio artistico|C
CLASS|23.15.9|Altre attività di fabbricazione e lavorazione di altro vetro incluso il vetro per usi tecnici|C
CLASS|23.15.90|Altre attività di fabbricazione e lavorazione di altro vetro incluso il vetro per usi tecnici|C
GROUP|23.2|Fabbricazione di prodotti refrattari|C
GROUP|23.20|Fabbricazione di prodotti refrattari|C
CLASS|23.20.0|Fabbricazione di prodotti refrattari|C
CLASS|23.20.00|Fabbricazione di prodotti refrattari|C
GROUP|23.3|Fabbricazione di materiali da costruzione in terracotta|C
GROUP|23.31|Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti|C
CLASS|23.31.0|Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti|C
CLASS|23.31.00|Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti|C
GROUP|23.32|Fabbricazione di mattoni| tegole e altri prodotti per l'edilizia in terracotta|C
CLASS|23.32.0|Fabbricazione di mattoni| tegole e altri prodotti per l'edilizia in terracotta|C
CLASS|23.32.00|Fabbricazione di mattoni| tegole e altri prodotti per l'edilizia in terracotta|C
GROUP|23.4|Fabbricazione di altri prodotti in porcellana e in ceramica|C
GROUP|23.41|Fabbricazione di prodotti in ceramica per usi domestici e ornamentali|C
CLASS|23.41.0|Fabbricazione di prodotti in ceramica per usi domestici e ornamentali|C
CLASS|23.41.00|Fabbricazione di prodotti in ceramica per usi domestici e ornamentali|C
GROUP|23.42|Fabbricazione di articoli sanitari in ceramica|C
CLASS|23.42.0|Fabbricazione di articoli sanitari in ceramica|C
CLASS|23.42.00|Fabbricazione di articoli sanitari in ceramica|C
GROUP|23.43|Fabbricazione di isolatori e di pezzi isolanti in ceramica|C
CLASS|23.43.0|Fabbricazione di isolatori e di pezzi isolanti in ceramica|C
CLASS|23.43.00|Fabbricazione di isolatori e di pezzi isolanti in ceramica|C
GROUP|23.44|Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale|C
CLASS|23.44.0|Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale|C
CLASS|23.44.00|Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale|C
GROUP|23.45|Fabbricazione di altri prodotti in ceramica|C
CLASS|23.45.0|Fabbricazione di altri prodotti in ceramica|C
CLASS|23.45.00|Fabbricazione di altri prodotti in ceramica|C
GROUP|23.5|Produzione di cemento| calce e gesso|C
GROUP|23.51|Produzione di cemento|C
CLASS|23.51.0|Produzione di cemento|C
CLASS|23.51.00|Produzione di cemento|C
GROUP|23.52|Produzione di calce e gesso|C
CLASS|23.52.1|Produzione di calce|C
CLASS|23.52.10|Produzione di calce|C
CLASS|23.52.2|Produzione di gesso|C
CLASS|23.52.20|Produzione di gesso|C
GROUP|23.6|Fabbricazione di prodotti in calcestruzzo| cemento e gesso|C
GROUP|23.61|Fabbricazione di prodotti in calcestruzzo per l'edilizia|C
CLASS|23.61.0|Fabbricazione di prodotti in calcestruzzo per l'edilizia|C
CLASS|23.61.01|Fabbricazione di tubi prefabbricati in calcestruzzo per acqua potabile|C
CLASS|23.61.02|Fabbricazione di caminetti prefabbricati in calcestruzzo|C
CLASS|23.61.03|Fabbricazione di elementi prefabbricati in calcestruzzo per l'edilizia|C
CLASS|23.61.04|Fabbricazione di strutture prefabbricate in calcestruzzo per l'edilizia|C
CLASS|23.61.09|Fabbricazione di prodotti in calcestruzzo per l'edilizia n.c.a.|C
GROUP|23.62|Fabbricazione di prodotti in gesso per l'edilizia|C
CLASS|23.62.0|Fabbricazione di prodotti in gesso per l'edilizia|C
CLASS|23.62.00|Fabbricazione di prodotti in gesso per l'edilizia|C
GROUP|23.63|Produzione di calcestruzzo pronto per l'uso|C
CLASS|23.63.0|Produzione di calcestruzzo pronto per l'uso|C
CLASS|23.63.00|Produzione di calcestruzzo pronto per l'uso|C
GROUP|23.64|Produzione di malta|C
CLASS|23.64.0|Produzione di malta|C
CLASS|23.64.00|Produzione di malta|C
GROUP|23.65|Fabbricazione di prodotti in fibrocemento|C
CLASS|23.65.0|Fabbricazione di prodotti in fibrocemento|C
CLASS|23.65.01|Fabbricazione di prodotti in sostanze vegetali agglomerate con cemento| gesso o altri leganti minerali|C
CLASS|23.65.02|Fabbricazione di prodotti in asbesto-cemento o cellulosa fibrocemento|C
GROUP|23.66|Fabbricazione di altri prodotti in calcestruzzo| cemento e gesso|C
CLASS|23.66.0|Fabbricazione di altri prodotti in calcestruzzo| cemento e gesso|C
